OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente,Centro,Código,Profundidad,Temperatura,Salinidad,Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno,Conductividad,Fluorescencia,CTDO,Estación,Latitud,Longitud,AOU
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-1,10.237,32.98,7.43,5.2,81.66,25.34,6.37,36323,0.45,CTDO-2,E4,-42.67728988,-73.63390476,1.17
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-2,10.19,32.978,8.19,5.73,89.95,25.34,6.37,36280,0.68,CTDO-2,E4,-42.67728988,-73.63390476,0.64
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-3,10.181,32.98,8.14,5.69,89.36,25.34,6.37,36273,0.7,CTDO-2,E4,-42.67728988,-73.63390476,0.68
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-4,10.167,32.983,8.05,5.63,88.34,25.35,6.38,36264,0.63,CTDO-2,E4,-42.67728988,-73.63390476,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-5,10.154,32.985,7.97,5.57,87.42,25.35,6.38,36254,0.74,CTDO-2,E4,-42.67728988,-73.63390476,0.8
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-6,10.135,32.987,7.9,5.53,86.65,25.36,6.38,36240,0.63,CTDO-2,E4,-42.67728988,-73.63390476,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-7,10.125,32.989,7.87,5.51,86.32,25.36,6.38,36233,0.77,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-8,10.123,32.989,7.86,5.5,86.16,25.36,6.38,36233,0.69,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-9,10.122,32.99,7.83,5.48,85.89,25.36,6.38,36233,0.79,CTDO-2,E4,-42.67728988,-73.63390476,0.9
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-10,10.119,32.991,7.84,5.48,85.95,25.36,6.38,36232,0.86,CTDO-2,E4,-42.67728988,-73.63390476,0.9
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-11,10.11,32.994,7.83,5.48,85.91,25.37,6.38,36227,0.86,CTDO-2,E4,-42.67728988,-73.63390476,0.9
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-12,10.105,32.996,7.78,5.45,85.33,25.37,6.38,36225,0.71,CTDO-2,E4,-42.67728988,-73.63390476,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-13,10.104,32.996,7.79,5.45,85.36,25.37,6.38,36224,0.71,CTDO-2,E4,-42.67728988,-73.63390476,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-14,10.104,32.996,7.77,5.44,85.24,25.37,6.38,36225,0.73,CTDO-2,E4,-42.67728988,-73.63390476,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-15,10.101,32.997,7.77,5.44,85.23,25.37,6.38,36224,0.68,CTDO-2,E4,-42.67728988,-73.63390476,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-16,10.094,32.999,7.77,5.44,85.22,25.37,6.39,36219,0.68,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-17,10.088,33,7.77,5.44,85.18,25.38,6.39,36215,0.64,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-18,10.085,33,7.76,5.43,85.01,25.38,6.39,36214,0.65,CTDO-2,E4,-42.67728988,-73.63390476,0.96
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-19,10.081,33.001,7.76,5.43,85.06,25.38,6.39,36211,0.58,CTDO-2,E4,-42.67728988,-73.63390476,0.96
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-20,10.079,33.002,7.76,5.43,85.07,25.38,6.39,36210,0.58,CTDO-2,E4,-42.67728988,-73.63390476,0.96
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-21,10.078,33.002,7.78,5.44,85.22,25.38,6.39,36211,0.57,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-22,10.078,33.002,7.77,5.43,85.11,25.38,6.39,36211,0.54,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-23,10.075,33.004,7.76,5.43,85.03,25.38,6.39,36210,0.61,CTDO-2,E4,-42.67728988,-73.63390476,0.96
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-24,10.075,33.004,7.77,5.44,85.16,25.38,6.39,36211,0.53,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-25,10.074,33.005,7.74,5.41,84.77,25.38,6.39,36211,0.54,CTDO-2,E4,-42.67728988,-73.63390476,0.98
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-26,10.074,33.004,7.77,5.44,85.17,25.38,6.39,36211,0.56,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-27,10.073,33.005,7.77,5.44,85.15,25.38,6.39,36211,0.52,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-28,10.073,33.005,7.77,5.43,85.1,25.38,6.39,36212,0.56,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-29,10.073,33.005,7.77,5.44,85.16,25.38,6.39,36212,0.55,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-30,10.073,33.005,7.78,5.44,85.25,25.38,6.39,36212,0.56,CTDO-2,E4,-42.67728988,-73.63390476,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-31,10.071,33.005,7.78,5.45,85.29,25.38,6.39,36212,0.55,CTDO-2,E4,-42.67728988,-73.63390476,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-32,10.071,33.005,7.78,5.44,85.22,25.38,6.39,36212,0.53,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-33,10.07,33.006,7.8,5.46,85.49,25.38,6.39,36212,0.58,CTDO-2,E4,-42.67728988,-73.63390476,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-34,10.069,33.006,7.79,5.45,85.41,25.38,6.39,36212,0.54,CTDO-2,E4,-42.67728988,-73.63390476,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-35,10.069,33.006,7.77,5.44,85.12,25.38,6.39,36213,0.53,CTDO-2,E4,-42.67728988,-73.63390476,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-36,10.069,33.006,7.78,5.44,85.25,25.38,6.39,36213,0.47,CTDO-2,E4,-42.67728988,-73.63390476,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-37,10.069,33.006,7.8,5.46,85.49,25.38,6.39,36213,0.56,CTDO-2,E4,-42.67728988,-73.63390476,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-38,10.069,33.007,7.8,5.46,85.52,25.38,6.39,36214,0.57,CTDO-2,E4,-42.67728988,-73.63390476,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-39,10.069,33.007,7.81,5.46,85.52,25.38,6.39,36215,0.54,CTDO-2,E4,-42.67728988,-73.63390476,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-40,10.067,33.008,7.83,5.48,85.77,25.39,6.39,36214,0.56,CTDO-2,E4,-42.67728988,-73.63390476,0.91
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-41,10.067,33.008,7.81,5.46,85.55,25.39,6.39,36215,0.6,CTDO-2,E4,-42.67728988,-73.63390476,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-42,10.065,33.008,7.82,5.47,85.63,25.39,6.39,36214,0.62,CTDO-2,E4,-42.67728988,-73.63390476,0.92
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-43,10.065,33.008,7.8,5.46,85.45,25.39,6.39,36214,0.59,CTDO-2,E4,-42.67728988,-73.63390476,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-44,10.064,33.009,7.81,5.46,85.56,25.39,6.39,36214,0.61,CTDO-2,E4,-42.67728988,-73.63390476,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-45,10.062,33.01,7.83,5.48,85.83,25.39,6.39,36214,0.56,CTDO-2,E4,-42.67728988,-73.63390476,0.91
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-46,10.058,33.01,7.83,5.48,85.77,25.39,6.39,36212,0.54,CTDO-2,E4,-42.67728988,-73.63390476,0.91
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-47,10.058,33.011,7.82,5.47,85.63,25.39,6.39,36212,0.53,CTDO-2,E4,-42.67728988,-73.63390476,0.92
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-48,10.056,33.012,7.83,5.48,85.77,25.39,6.39,36212,0.57,CTDO-2,E4,-42.67728988,-73.63390476,0.91
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-49,10.054,33.012,7.83,5.48,85.81,25.39,6.39,36211,0.55,CTDO-2,E4,-42.67728988,-73.63390476,0.91
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-50,10.053,33.013,7.84,5.49,85.87,25.39,6.39,36211,0.57,CTDO-2,E4,-42.67728988,-73.63390476,0.91
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-51,10.052,33.013,7.83,5.48,85.8,25.39,6.39,36210,0.51,CTDO-2,E4,-42.67728988,-73.63390476,0.91
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-52,10.051,33.014,7.85,5.49,85.96,25.39,6.39,36211,0.55,CTDO-2,E4,-42.67728988,-73.63390476,0.9
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-53,10.046,33.015,7.86,5.5,86.04,25.39,6.39,36209,0.55,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-54,10.043,33.016,7.87,5.5,86.14,25.4,6.39,36208,0.51,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-55,10.042,33.017,7.87,5.51,86.23,25.4,6.39,36207,0.47,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-56,10.041,33.017,7.88,5.51,86.27,25.4,6.39,36208,0.49,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-57,10.041,33.017,7.87,5.51,86.21,25.4,6.39,36208,0.53,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-58,10.041,33.018,7.88,5.51,86.25,25.4,6.39,36208,0.51,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-59,10.041,33.018,7.88,5.52,86.31,25.4,6.39,36209,0.47,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-60,10.04,33.018,7.87,5.51,86.17,25.4,6.39,36209,0.51,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-61,10.04,33.018,7.87,5.51,86.15,25.4,6.39,36209,0.5,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-62,10.039,33.019,7.88,5.51,86.25,25.4,6.39,36209,0.57,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-63,10.038,33.019,7.87,5.51,86.21,25.4,6.39,36210,0.54,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-64,10.038,33.019,7.89,5.52,86.38,25.4,6.39,36210,0.49,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-65,10.038,33.019,7.9,5.53,86.47,25.4,6.39,36211,0.47,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-66,10.038,33.019,7.87,5.51,86.18,25.4,6.39,36210,0.53,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-67,10.038,33.019,7.87,5.51,86.21,25.4,6.39,36211,0.49,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-68,10.038,33.019,7.87,5.51,86.16,25.4,6.39,36212,0.52,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-69,10.039,33.019,7.89,5.52,86.35,25.4,6.39,36213,0.48,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-70,10.038,33.02,7.87,5.51,86.22,25.4,6.39,36213,0.52,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-71,10.036,33.02,7.87,5.5,86.14,25.4,6.39,36212,0.52,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-72,10.036,33.02,7.89,5.52,86.36,25.4,6.39,36213,0.48,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-73,10.036,33.021,7.89,5.52,86.35,25.4,6.39,36213,0.48,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-74,10.034,33.021,7.89,5.52,86.44,25.4,6.39,36213,0.46,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-75,10.034,33.021,7.9,5.53,86.52,25.4,6.39,36213,0.47,CTDO-2,E4,-42.67728988,-73.63390476,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-76,10.033,33.021,7.9,5.52,86.45,25.4,6.39,36213,0.52,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-77,10.033,33.022,7.87,5.51,86.22,25.4,6.39,36214,0.44,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-78,10.032,33.022,7.88,5.52,86.33,25.4,6.39,36214,0.46,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-79,10.032,33.023,7.88,5.51,86.26,25.4,6.39,36214,0.48,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-80,10.031,33.023,7.88,5.52,86.33,25.4,6.39,36214,0.51,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-81,10.031,33.023,7.88,5.51,86.29,25.4,6.39,36215,0.47,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-82,10.031,33.023,7.89,5.52,86.44,25.4,6.39,36215,0.45,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-83,10.031,33.023,7.9,5.53,86.54,25.4,6.39,36216,0.49,CTDO-2,E4,-42.67728988,-73.63390476,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-84,10.031,33.023,7.89,5.52,86.44,25.4,6.39,36216,0.46,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-85,10.03,33.024,7.88,5.52,86.3,25.4,6.39,36217,0.47,CTDO-2,E4,-42.67728988,-73.63390476,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-86,10.029,33.024,7.87,5.51,86.17,25.4,6.39,36216,0.46,CTDO-2,E4,-42.67728988,-73.63390476,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-87,10.028,33.025,7.89,5.52,86.4,25.41,6.39,36216,0.4,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-88,10.027,33.025,7.91,5.53,86.58,25.41,6.39,36216,0.44,CTDO-2,E4,-42.67728988,-73.63390476,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-89,10.026,33.025,7.9,5.53,86.45,25.41,6.39,36216,0.4,CTDO-2,E4,-42.67728988,-73.63390476,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-90,10.026,33.026,7.92,5.54,86.69,25.41,6.39,36217,0.49,CTDO-2,E4,-42.67728988,-73.63390476,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923a,9/23/2020,10:01:54 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-91,10.026,33.025,7.94,5.56,86.94,25.41,6.39,36217,0.51,CTDO-2,E4,-42.67728988,-73.63390476,0.84
