OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente,Centro,Código,Profundidad,Temperatura,Salinidad,Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno,Conductividad,Fluorescencia,CTDO,Estación,Latitud,Longitud,AOU
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-125,9.992,33.05,8.03,5.62,87.87,25.43,6.4,36226,0.59,CTDO-2,E3,-42.69035702,-73.5966914,0.78
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-126,9.992,33.05,8.03,5.62,87.86,25.43,6.4,36226,0.56,CTDO-2,E3,-42.69035702,-73.5966914,0.78
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-127,9.992,33.051,8.04,5.62,87.94,25.43,6.4,36227,0.58,CTDO-2,E3,-42.69035702,-73.5966914,0.77
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-128,9.993,33.05,8.03,5.62,87.89,25.43,6.4,36228,0.58,CTDO-2,E3,-42.69035702,-73.5966914,0.78
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-129,9.992,33.05,8.05,5.63,88.05,25.43,6.4,36228,0.58,CTDO-2,E3,-42.69035702,-73.5966914,0.77
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-130,9.992,33.051,8.04,5.63,87.97,25.43,6.4,36228,0.6,CTDO-2,E3,-42.69035702,-73.5966914,0.77
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-131,9.993,33.051,8.05,5.63,88.11,25.43,6.4,36229,0.57,CTDO-2,E3,-42.69035702,-73.5966914,0.76
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-132,9.993,33.05,8.05,5.63,88.1,25.43,6.4,36230,0.56,CTDO-2,E3,-42.69035702,-73.5966914,0.76
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923b,9/23/2020,10:25:11 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-133,9.994,33.05,8,5.6,87.59,25.43,6.4,36230,0.72,CTDO-2,E3,-42.69035702,-73.5966914,0.8
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-1,10.197,32.958,7.94,5.55,87.18,25.32,6.37,36266,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.82
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-2,10.198,32.965,8.27,5.79,90.84,25.33,6.37,36273,0.67,CTDO-2,E6,-42.70549576,-73.60486094,0.59
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-3,10.154,32.966,8.23,5.76,90.31,25.34,6.38,36235,1.1,CTDO-2,E6,-42.70549576,-73.60486094,0.62
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-4,10.148,32.967,8.25,5.77,90.5,25.34,6.38,36231,0.75,CTDO-2,E6,-42.70549576,-73.60486094,0.61
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-5,10.143,32.971,8.23,5.76,90.27,25.34,6.38,36231,0.86,CTDO-2,E6,-42.70549576,-73.60486094,0.62
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-6,10.146,32.974,8.2,5.74,89.99,25.35,6.38,36237,0.94,CTDO-2,E6,-42.70549576,-73.60486094,0.64
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-7,10.146,32.974,8.17,5.72,89.65,25.35,6.38,36238,1,CTDO-2,E6,-42.70549576,-73.60486094,0.66
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-8,10.146,32.975,8.17,5.72,89.62,25.35,6.38,36239,1.22,CTDO-2,E6,-42.70549576,-73.60486094,0.66
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-9,10.149,32.977,8.16,5.71,89.58,25.35,6.38,36244,1.22,CTDO-2,E6,-42.70549576,-73.60486094,0.67
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-10,10.146,32.976,8.14,5.69,89.28,25.35,6.38,36241,1.45,CTDO-2,E6,-42.70549576,-73.60486094,0.69
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-11,10.145,32.977,8.13,5.69,89.2,25.35,6.38,36241,1.56,CTDO-2,E6,-42.70549576,-73.60486094,0.69
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-12,10.145,32.977,8.12,5.68,89.11,25.35,6.38,36241,1.62,CTDO-2,E6,-42.70549576,-73.60486094,0.7
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-13,10.144,32.977,8.14,5.7,89.35,25.35,6.38,36241,1.46,CTDO-2,E6,-42.70549576,-73.60486094,0.68
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-14,10.144,32.977,8.14,5.7,89.34,25.35,6.38,36242,1.67,CTDO-2,E6,-42.70549576,-73.60486094,0.68
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-15,10.144,32.977,8.11,5.68,88.99,25.35,6.38,36243,1.6,CTDO-2,E6,-42.70549576,-73.60486094,0.7
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-16,10.142,32.977,8.07,5.65,88.55,25.35,6.38,36242,1.44,CTDO-2,E6,-42.70549576,-73.60486094,0.73
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-17,10.137,32.981,8.09,5.66,88.8,25.35,6.38,36241,1.44,CTDO-2,E6,-42.70549576,-73.60486094,0.72
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-18,10.128,32.987,7.98,5.58,87.5,25.36,6.38,36239,1.46,CTDO-2,E6,-42.70549576,-73.60486094,0.8
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-19,10.125,32.987,7.9,5.53,86.7,25.36,6.38,36237,1.33,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-20,10.123,32.988,7.93,5.55,86.94,25.36,6.38,36236,1.14,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-21,10.123,32.989,7.91,5.53,86.72,25.36,6.38,36237,1.15,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-22,10.118,32.988,7.89,5.52,86.56,25.36,6.38,36233,1.24,CTDO-2,E6,-42.70549576,-73.60486094,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-23,10.109,32.988,7.91,5.54,86.77,25.36,6.38,36225,1.18,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-24,10.106,32.988,7.92,5.54,86.85,25.36,6.38,36223,0.98,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-25,10.104,32.99,7.91,5.53,86.7,25.37,6.38,36223,1.2,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-26,10.1,32.993,7.89,5.52,86.46,25.37,6.39,36223,1.14,CTDO-2,E6,-42.70549576,-73.60486094,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-27,10.095,32.996,7.88,5.51,86.39,25.37,6.39,36223,0.95,CTDO-2,E6,-42.70549576,-73.60486094,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-28,10.086,33.002,7.88,5.51,86.35,25.38,6.39,36220,1.08,CTDO-2,E6,-42.70549576,-73.60486094,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-29,10.08,33.004,7.84,5.49,85.96,25.38,6.39,36217,0.85,CTDO-2,E6,-42.70549576,-73.60486094,0.9
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-30,10.077,33.004,7.84,5.49,85.93,25.38,6.39,36216,0.83,CTDO-2,E6,-42.70549576,-73.60486094,0.9
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-31,10.076,33.005,7.81,5.47,85.63,25.38,6.39,36216,0.82,CTDO-2,E6,-42.70549576,-73.60486094,0.92
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-32,10.073,33.006,7.82,5.47,85.64,25.38,6.39,36215,0.81,CTDO-2,E6,-42.70549576,-73.60486094,0.92
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-33,10.073,33.006,7.78,5.45,85.28,25.38,6.39,36215,0.8,CTDO-2,E6,-42.70549576,-73.60486094,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-34,10.073,33.006,7.79,5.45,85.37,25.38,6.39,36215,0.82,CTDO-2,E6,-42.70549576,-73.60486094,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-35,10.073,33.006,7.81,5.47,85.59,25.38,6.39,36216,0.85,CTDO-2,E6,-42.70549576,-73.60486094,0.92
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-36,10.072,33.006,7.81,5.47,85.6,25.38,6.39,36216,0.76,CTDO-2,E6,-42.70549576,-73.60486094,0.92
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-37,10.071,33.007,7.82,5.47,85.65,25.38,6.39,36216,0.72,CTDO-2,E6,-42.70549576,-73.60486094,0.92
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-38,10.071,33.007,7.81,5.47,85.59,25.38,6.39,36216,0.76,CTDO-2,E6,-42.70549576,-73.60486094,0.92
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-39,10.071,33.007,7.81,5.46,85.55,25.38,6.39,36216,0.72,CTDO-2,E6,-42.70549576,-73.60486094,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-40,10.071,33.007,7.8,5.46,85.49,25.38,6.39,36217,0.7,CTDO-2,E6,-42.70549576,-73.60486094,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-41,10.07,33.007,7.8,5.46,85.49,25.38,6.39,36217,0.8,CTDO-2,E6,-42.70549576,-73.60486094,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-42,10.07,33.007,7.79,5.45,85.32,25.38,6.39,36218,0.66,CTDO-2,E6,-42.70549576,-73.60486094,0.94
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-43,10.066,33.009,7.78,5.44,85.23,25.39,6.39,36216,0.73,CTDO-2,E6,-42.70549576,-73.60486094,0.95
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-44,10.042,33.016,7.81,5.47,85.53,25.4,6.39,36201,0.69,CTDO-2,E6,-42.70549576,-73.60486094,0.93
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-45,10.039,33.017,7.88,5.52,86.32,25.4,6.39,36201,0.66,CTDO-2,E6,-42.70549576,-73.60486094,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-46,10.038,33.018,7.86,5.5,86.11,25.4,6.39,36200,0.66,CTDO-2,E6,-42.70549576,-73.60486094,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-47,10.035,33.019,7.87,5.51,86.2,25.4,6.39,36200,0.64,CTDO-2,E6,-42.70549576,-73.60486094,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-48,10.033,33.019,7.9,5.53,86.53,25.4,6.39,36199,0.68,CTDO-2,E6,-42.70549576,-73.60486094,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-49,10.03,33.021,7.93,5.55,86.78,25.4,6.39,36198,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-50,10.029,33.021,7.92,5.54,86.74,25.4,6.39,36198,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-51,10.029,33.021,7.92,5.54,86.75,25.4,6.39,36198,0.67,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-52,10.029,33.021,7.94,5.56,86.96,25.4,6.39,36199,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-53,10.03,33.021,7.93,5.55,86.84,25.4,6.39,36199,0.67,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-54,10.029,33.021,7.93,5.55,86.77,25.4,6.39,36199,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-55,10.029,33.021,7.93,5.55,86.86,25.4,6.39,36199,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-56,10.029,33.021,7.94,5.56,86.98,25.4,6.39,36200,0.6,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-57,10.029,33.021,7.94,5.55,86.9,25.4,6.39,36200,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-58,10.029,33.021,7.91,5.54,86.64,25.4,6.39,36201,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-59,10.029,33.021,7.92,5.54,86.72,25.4,6.39,36201,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-60,10.028,33.022,7.92,5.54,86.74,25.4,6.39,36202,0.62,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-61,10.028,33.022,7.94,5.55,86.9,25.4,6.39,36202,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-62,10.029,33.022,7.96,5.57,87.11,25.4,6.39,36204,0.66,CTDO-2,E6,-42.70549576,-73.60486094,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-63,10.031,33.022,7.95,5.57,87.08,25.4,6.39,36205,0.7,CTDO-2,E6,-42.70549576,-73.60486094,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-64,10.031,33.022,7.95,5.56,87.01,25.4,6.39,36206,0.67,CTDO-2,E6,-42.70549576,-73.60486094,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-65,10.031,33.022,7.95,5.56,87.06,25.4,6.39,36206,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-66,10.03,33.021,7.95,5.56,87.07,25.4,6.39,36206,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-67,10.03,33.022,7.93,5.55,86.81,25.4,6.39,36206,0.59,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-68,10.03,33.022,7.93,5.55,86.85,25.4,6.39,36207,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-69,10.031,33.022,7.97,5.58,87.23,25.4,6.39,36208,0.62,CTDO-2,E6,-42.70549576,-73.60486094,0.82
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-70,10.03,33.022,7.94,5.56,86.93,25.4,6.39,36208,0.63,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-71,10.029,33.022,7.94,5.55,86.89,25.4,6.39,36208,0.63,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-72,10.029,33.022,7.94,5.56,86.95,25.4,6.39,36208,0.59,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-73,10.03,33.022,7.93,5.55,86.82,25.4,6.39,36209,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-74,10.03,33.022,7.93,5.55,86.82,25.4,6.39,36210,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-75,10.031,33.023,7.94,5.56,86.97,25.4,6.39,36212,0.62,CTDO-2,E6,-42.70549576,-73.60486094,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-76,10.031,33.023,7.95,5.57,87.08,25.4,6.39,36213,0.65,CTDO-2,E6,-42.70549576,-73.60486094,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-77,10.03,33.024,7.96,5.57,87.18,25.4,6.39,36213,0.64,CTDO-2,E6,-42.70549576,-73.60486094,0.82
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-78,10.03,33.024,7.97,5.58,87.31,25.4,6.39,36214,0.62,CTDO-2,E6,-42.70549576,-73.60486094,0.81
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-79,10.029,33.025,7.97,5.58,87.23,25.4,6.39,36214,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.82
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-80,10.028,33.026,7.95,5.56,87.04,25.41,6.39,36214,0.59,CTDO-2,E6,-42.70549576,-73.60486094,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-81,10.026,33.026,7.98,5.59,87.39,25.41,6.39,36214,0.61,CTDO-2,E6,-42.70549576,-73.60486094,0.81
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923c,9/23/2020,10:48:39 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-82,10.025,33.028,7.99,5.59,87.47,25.41,6.39,36214,0.6,CTDO-2,E6,-42.70549576,-73.60486094,0.8
