OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente/Empresa,Centro,Código de centro,Profundidad (m),Temperatura (°C),Salinidad (PSU),Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno (Sat ml/L),Conductividad (µS/cm),Fluorescencia (mg/m3),CTDO,Estación,AOU
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-1,10.46,33.07,8.01,5.60,88.48,25.37,6.33,36617,0.46,CTDO-2,E4,0.73
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-2,10.26,33.05,8.41,5.88,92.56,25.39,6.36,36420,0.99,CTDO-2,E4,0.48
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-3,10.22,33.06,8.35,5.85,91.87,25.40,6.37,36384,0.39,CTDO-2,E4,0.52
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-4,10.19,33.06,8.21,5.74,90.18,25.40,6.37,36365,0.43,CTDO-2,E4,0.63
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-5,10.18,33.06,8.24,5.76,90.48,25.41,6.37,36356,0.50,CTDO-2,E4,0.61
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-6,10.16,33.06,8.18,5.73,89.86,25.41,6.37,36339,0.46,CTDO-2,E4,0.65
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-7,10.14,33.07,8.04,5.63,88.25,25.42,6.38,36324,0.57,CTDO-2,E4,0.75
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-8,10.12,33.07,7.96,5.57,87.35,25.43,6.38,36316,0.52,CTDO-2,E4,0.81
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-9,10.12,33.08,7.92,5.54,86.93,25.43,6.38,36312,0.60,CTDO-2,E4,0.84
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-10,10.11,33.08,7.90,5.53,86.69,25.43,6.38,36311,0.58,CTDO-2,E4,0.85
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-11,10.11,33.08,7.89,5.52,86.54,25.43,6.38,36310,0.82,CTDO-2,E4,0.86
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-12,10.11,33.08,7.88,5.51,86.44,25.43,6.38,36310,0.71,CTDO-2,E4,0.87
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-13,10.11,33.08,7.87,5.51,86.40,25.43,6.38,36309,0.77,CTDO-2,E4,0.87
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-14,10.11,33.08,7.87,5.51,86.38,25.43,6.38,36308,0.78,CTDO-2,E4,0.87
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-15,10.10,33.08,7.85,5.49,86.11,25.44,6.38,36307,0.93,CTDO-2,E4,0.89
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-16,10.10,33.08,7.83,5.48,85.87,25.44,6.38,36306,0.83,CTDO-2,E4,0.90
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-17,10.10,33.08,7.82,5.47,85.80,25.44,6.38,36305,0.81,CTDO-2,E4,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-18,10.10,33.08,7.85,5.49,86.11,25.44,6.38,36304,0.78,CTDO-2,E4,0.89
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-19,10.09,33.08,7.85,5.49,86.11,25.44,6.38,36304,0.76,CTDO-2,E4,0.89
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-20,10.09,33.08,7.85,5.49,86.11,25.44,6.38,36304,0.80,CTDO-2,E4,0.89
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-21,10.09,33.08,7.85,5.49,86.10,25.44,6.38,36303,0.77,CTDO-2,E4,0.89
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-22,10.09,33.08,7.85,5.49,86.05,25.44,6.38,36303,0.80,CTDO-2,E4,0.89
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-23,10.09,33.08,7.82,5.47,85.78,25.44,6.38,36303,0.77,CTDO-2,E4,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-24,10.09,33.08,7.83,5.48,85.82,25.44,6.38,36301,0.69,CTDO-2,E4,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-25,10.08,33.09,7.84,5.48,85.94,25.44,6.38,36298,0.63,CTDO-2,E4,0.90
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-26,10.08,33.09,7.83,5.48,85.81,25.45,6.38,36297,0.66,CTDO-2,E4,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-27,10.08,33.09,7.81,5.46,85.60,25.45,6.38,36296,0.65,CTDO-2,E4,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-28,10.07,33.09,7.79,5.45,85.45,25.45,6.39,36296,0.71,CTDO-2,E4,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-29,10.07,33.09,7.79,5.45,85.41,25.45,6.39,36295,0.65,CTDO-2,E4,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-30,10.07,33.09,7.78,5.45,85.32,25.45,6.39,36296,0.60,CTDO-2,E4,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-31,10.06,33.10,7.78,5.44,85.25,25.45,6.39,36296,0.61,CTDO-2,E4,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-32,10.06,33.10,7.77,5.44,85.17,25.46,6.39,36297,0.66,CTDO-2,E4,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-33,10.06,33.10,7.75,5.42,84.94,25.46,6.39,36297,0.61,CTDO-2,E4,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-34,10.06,33.10,7.74,5.42,84.89,25.46,6.39,36298,0.67,CTDO-2,E4,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-35,10.06,33.10,7.75,5.42,84.94,25.46,6.39,36298,0.65,CTDO-2,E4,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-36,10.06,33.10,7.75,5.42,84.93,25.46,6.39,36299,0.63,CTDO-2,E4,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-37,10.06,33.10,7.75,5.42,84.93,25.46,6.39,36299,0.63,CTDO-2,E4,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-38,10.06,33.10,7.75,5.42,84.92,25.46,6.39,36299,0.66,CTDO-2,E4,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-39,10.06,33.10,7.76,5.43,85.06,25.46,6.39,36300,0.70,CTDO-2,E4,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-40,10.06,33.10,7.75,5.42,84.95,25.46,6.39,36300,0.63,CTDO-2,E4,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-41,10.06,33.10,7.75,5.42,84.93,25.46,6.39,36301,0.65,CTDO-2,E4,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-42,10.06,33.10,7.76,5.43,85.09,25.46,6.39,36300,0.61,CTDO-2,E4,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-43,10.06,33.10,7.76,5.43,85.10,25.46,6.39,36301,0.59,CTDO-2,E4,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-44,10.06,33.10,7.74,5.42,84.87,25.46,6.39,36301,0.60,CTDO-2,E4,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-45,10.06,33.10,7.75,5.42,84.90,25.46,6.39,36302,0.58,CTDO-2,E4,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-46,10.06,33.10,7.73,5.41,84.78,25.46,6.39,36300,0.60,CTDO-2,E4,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-47,10.06,33.10,7.73,5.41,84.68,25.46,6.39,36300,0.62,CTDO-2,E4,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-48,10.06,33.10,7.73,5.41,84.74,25.46,6.39,36301,0.60,CTDO-2,E4,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-49,10.06,33.10,7.73,5.41,84.77,25.46,6.39,36302,0.61,CTDO-2,E4,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-50,10.06,33.10,7.72,5.40,84.60,25.46,6.39,36304,0.53,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-51,10.06,33.11,7.73,5.41,84.74,25.46,6.39,36304,0.58,CTDO-2,E4,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-52,10.06,33.10,7.73,5.41,84.72,25.46,6.39,36305,0.56,CTDO-2,E4,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-53,10.05,33.11,7.70,5.39,84.43,25.46,6.39,36306,0.54,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-54,10.05,33.11,7.70,5.39,84.45,25.46,6.39,36307,0.57,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-55,10.05,33.11,7.70,5.39,84.43,25.47,6.39,36308,0.62,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-56,10.05,33.11,7.72,5.40,84.61,25.47,6.39,36308,0.58,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-57,10.05,33.11,7.71,5.40,84.51,25.46,6.39,36308,0.61,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-58,10.05,33.11,7.70,5.38,84.34,25.46,6.39,36308,0.58,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-59,10.06,33.11,7.71,5.39,84.47,25.46,6.39,36309,0.57,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-60,10.06,33.11,7.72,5.40,84.64,25.46,6.39,36309,0.57,CTDO-2,E4,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-61,10.06,33.11,7.73,5.41,84.71,25.46,6.39,36310,0.58,CTDO-2,E4,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-62,10.06,33.11,7.71,5.39,84.47,25.46,6.39,36311,0.58,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-63,10.06,33.11,7.70,5.39,84.39,25.46,6.39,36311,0.55,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-64,10.05,33.11,7.70,5.39,84.38,25.47,6.39,36312,0.61,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-65,10.06,33.11,7.71,5.39,84.50,25.46,6.39,36312,0.60,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-66,10.06,33.11,7.71,5.40,84.52,25.46,6.39,36313,0.61,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-67,10.05,33.11,7.70,5.39,84.44,25.47,6.39,36314,0.57,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-68,10.06,33.11,7.71,5.39,84.46,25.47,6.39,36314,0.58,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-69,10.05,33.11,7.70,5.39,84.35,25.47,6.39,36315,0.59,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-70,10.06,33.11,7.69,5.38,84.30,25.47,6.39,36315,0.56,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-71,10.05,33.11,7.71,5.39,84.47,25.47,6.39,36316,0.56,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-72,10.06,33.11,7.69,5.38,84.32,25.47,6.39,36317,0.57,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-73,10.06,33.11,7.70,5.39,84.36,25.47,6.39,36317,0.56,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-74,10.05,33.11,7.71,5.40,84.56,25.47,6.39,36318,0.54,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-75,10.06,33.11,7.71,5.39,84.49,25.47,6.39,36318,0.56,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-76,10.06,33.11,7.71,5.40,84.55,25.47,6.39,36319,0.56,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-77,10.06,33.11,7.72,5.40,84.61,25.46,6.39,36319,0.55,CTDO-2,E4,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-78,10.06,33.11,7.71,5.40,84.55,25.46,6.39,36319,0.56,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-79,10.06,33.11,7.69,5.38,84.30,25.46,6.39,36320,0.49,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-80,10.06,33.11,7.71,5.39,84.46,25.47,6.39,36321,0.49,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-81,10.06,33.11,7.71,5.40,84.51,25.47,6.39,36322,0.55,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-82,10.05,33.11,7.71,5.40,84.51,25.47,6.39,36323,0.59,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-83,10.05,33.11,7.71,5.39,84.47,25.47,6.39,36325,0.57,CTDO-2,E4,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-84,10.05,33.11,7.69,5.38,84.26,25.47,6.39,36325,0.55,CTDO-2,E4,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-85,10.05,33.12,7.70,5.39,84.37,25.47,6.39,36327,0.62,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-86,10.05,33.12,7.70,5.39,84.36,25.47,6.39,36327,0.57,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-87,10.05,33.12,7.70,5.39,84.38,25.47,6.39,36327,0.62,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-88,10.05,33.12,7.69,5.38,84.29,25.47,6.39,36329,0.56,CTDO-2,E4,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-89,10.05,33.12,7.70,5.38,84.34,25.47,6.39,36330,0.54,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-90,10.05,33.12,7.69,5.38,84.24,25.47,6.39,36330,0.56,CTDO-2,E4,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-91,10.05,33.12,7.69,5.38,84.25,25.48,6.39,36331,0.60,CTDO-2,E4,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-92,10.05,33.12,7.68,5.37,84.15,25.48,6.39,36332,0.60,CTDO-2,E4,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-93,10.05,33.12,7.69,5.38,84.24,25.48,6.39,36332,0.54,CTDO-2,E4,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-94,10.05,33.12,7.68,5.38,84.20,25.47,6.39,36333,0.60,CTDO-2,E4,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-95,10.05,33.12,7.69,5.38,84.31,25.48,6.39,36334,0.63,CTDO-2,E4,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,10/21/2020,1:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-96,10.05,33.12,7.71,5.39,84.50,25.48,6.39,36334,0.62,CTDO-2,E4,0.99
