OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente/Empresa,Centro,Código de centro,Profundidad (m),Temperatura (°C),Salinidad (PSU),Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno (Sat ml/L),Conductividad (µS/cm),Fluorescencia (mg/m3),CTDO,Estación,AOU
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-71,10.08,33.07,7.79,5.45,85.39,25.44,6.38,36306,0.64,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-72,10.08,33.08,7.78,5.44,85.31,25.44,6.38,36307,0.60,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-73,10.08,33.07,7.78,5.44,85.32,25.44,6.38,36307,0.67,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-74,10.08,33.08,7.77,5.44,85.23,25.44,6.38,36308,0.65,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-75,10.08,33.08,7.77,5.44,85.23,25.44,6.38,36308,0.66,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-76,10.08,33.08,7.78,5.45,85.34,25.44,6.38,36308,0.64,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-77,10.08,33.08,7.78,5.44,85.28,25.44,6.38,36308,0.62,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-78,10.08,33.08,7.79,5.45,85.38,25.44,6.38,36308,0.62,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-79,10.08,33.08,7.78,5.45,85.34,25.44,6.38,36309,0.63,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-80,10.08,33.08,7.76,5.43,85.06,25.44,6.38,36311,0.55,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-81,10.08,33.08,7.76,5.43,85.11,25.44,6.38,36313,0.62,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-82,10.08,33.08,7.75,5.42,85.00,25.44,6.38,36312,0.56,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-83,10.08,33.08,7.77,5.43,85.15,25.44,6.38,36312,0.55,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-84,10.08,33.08,7.77,5.44,85.23,25.44,6.39,36313,0.62,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-85,10.07,33.08,7.75,5.42,85.00,25.44,6.39,36314,0.66,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-86,10.08,33.08,7.75,5.42,84.96,25.44,6.39,36315,0.55,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-87,10.08,33.08,7.76,5.43,85.09,25.44,6.38,36316,0.62,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-88,10.08,33.08,7.77,5.44,85.17,25.44,6.38,36316,0.61,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-89,10.08,33.08,7.76,5.43,85.09,25.44,6.38,36317,0.64,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-90,10.08,33.08,7.77,5.43,85.13,25.44,6.38,36317,0.62,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-91,10.07,33.08,7.76,5.43,85.07,25.44,6.39,36318,0.58,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-92,10.07,33.08,7.77,5.44,85.20,25.44,6.39,36319,0.55,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-93,10.07,33.09,7.76,5.43,85.12,25.45,6.39,36319,0.61,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-94,10.07,33.09,7.77,5.43,85.14,25.45,6.39,36319,0.60,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-95,10.07,33.09,7.76,5.43,85.10,25.45,6.39,36320,0.60,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-96,10.07,33.09,7.73,5.41,84.77,25.45,6.39,36322,0.60,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-97,10.06,33.10,7.74,5.42,84.87,25.45,6.39,36323,0.58,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-98,10.06,33.10,7.75,5.42,84.93,25.46,6.39,36325,0.59,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-99,10.06,33.10,7.74,5.42,84.83,25.46,6.39,36327,0.63,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-100,10.06,33.10,7.74,5.41,84.79,25.46,6.39,36327,0.65,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-101,10.06,33.10,7.74,5.41,84.79,25.46,6.39,36328,0.61,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-102,10.06,33.11,7.75,5.42,84.92,25.46,6.39,36331,0.60,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-103,10.06,33.11,7.75,5.42,84.94,25.46,6.39,36332,0.57,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-104,10.06,33.11,7.74,5.42,84.84,25.47,6.39,36333,0.64,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-105,10.06,33.11,7.74,5.42,84.84,25.47,6.39,36335,0.65,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-106,10.07,33.11,7.76,5.43,85.11,25.47,6.39,36345,0.62,CTDO-2,E3,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-107,10.07,33.11,7.79,5.45,85.41,25.47,6.38,36349,0.61,CTDO-2,E3,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-108,10.07,33.12,7.81,5.47,85.67,25.47,6.38,36351,0.62,CTDO-2,E3,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-109,10.07,33.12,7.81,5.47,85.64,25.47,6.38,36352,0.65,CTDO-2,E3,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-110,10.07,33.12,7.81,5.47,85.68,25.47,6.38,36353,0.66,CTDO-2,E3,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-111,10.06,33.12,7.82,5.47,85.72,25.47,6.39,36353,0.71,CTDO-2,E3,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-112,10.06,33.12,7.82,5.47,85.71,25.47,6.39,36353,0.65,CTDO-2,E3,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-113,10.06,33.12,7.79,5.45,85.40,25.47,6.39,36353,0.69,CTDO-2,E3,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-114,10.06,33.12,7.81,5.46,85.59,25.48,6.39,36353,0.69,CTDO-2,E3,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-115,10.06,33.12,7.79,5.45,85.35,25.48,6.39,36353,0.65,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-116,10.06,33.12,7.80,5.46,85.52,25.48,6.39,36353,0.67,CTDO-2,E3,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-117,10.06,33.12,7.78,5.44,85.25,25.48,6.39,36354,0.64,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-118,10.06,33.13,7.79,5.45,85.39,25.48,6.39,36357,0.68,CTDO-2,E3,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-119,10.05,33.13,7.79,5.45,85.43,25.49,6.39,36356,0.66,CTDO-2,E3,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-120,10.04,33.14,7.75,5.42,84.96,25.49,6.39,36356,0.70,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-121,10.04,33.14,7.75,5.43,84.97,25.50,6.39,36357,0.75,CTDO-2,E3,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-122,10.02,33.16,7.75,5.42,84.91,25.51,6.39,36359,0.74,CTDO-2,E3,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-123,10.02,33.16,7.71,5.40,84.48,25.52,6.39,36360,0.71,CTDO-2,E3,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-124,10.02,33.17,7.69,5.38,84.22,25.52,6.39,36361,0.74,CTDO-2,E3,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-125,10.02,33.17,7.68,5.38,84.19,25.52,6.39,36363,0.78,CTDO-2,E3,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-126,10.02,33.17,7.69,5.38,84.25,25.52,6.39,36363,0.75,CTDO-2,E3,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-127,10.02,33.17,7.71,5.39,84.41,25.52,6.39,36364,0.73,CTDO-2,E3,1.00
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-128,10.02,33.17,7.69,5.38,84.24,25.52,6.39,36365,0.77,CTDO-2,E3,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-129,10.02,33.17,7.68,5.38,84.16,25.52,6.39,36366,0.79,CTDO-2,E3,1.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-130,10.02,33.17,7.67,5.37,84.03,25.52,6.39,36366,0.76,CTDO-2,E3,1.02
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-131,10.02,33.17,7.66,5.36,83.92,25.52,6.39,36367,0.84,CTDO-2,E3,1.03
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021g,10/21/2020,1:08:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-132,10.02,33.17,7.66,5.36,83.94,25.52,6.39,36368,0.81,CTDO-2,E3,1.03
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-1,10.75,33.03,8.27,5.79,91.93,25.28,6.29,36831,0.57,CTDO-2,E6,0.51
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-2,10.47,33.04,8.91,6.24,98.54,25.34,6.33,36585,0.75,CTDO-2,E6,0.09
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-3,10.39,33.04,8.83,6.18,97.47,25.35,6.34,36519,0.55,CTDO-2,E6,0.16
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-4,10.26,33.03,8.70,6.09,95.77,25.37,6.36,36400,0.57,CTDO-2,E6,0.27
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-5,10.22,33.04,8.50,5.94,93.40,25.38,6.37,36363,0.66,CTDO-2,E6,0.42
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-6,10.19,33.04,8.49,5.94,93.33,25.39,6.37,36337,0.65,CTDO-2,E6,0.43
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-7,10.16,33.04,8.51,5.95,93.41,25.39,6.37,36315,0.84,CTDO-2,E6,0.42
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-8,10.15,33.04,8.48,5.94,93.12,25.39,6.38,36306,0.97,CTDO-2,E6,0.44
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-9,10.15,33.04,8.48,5.94,93.12,25.39,6.38,36300,1.34,CTDO-2,E6,0.44
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-10,10.14,33.04,8.46,5.92,92.91,25.39,6.38,36295,1.46,CTDO-2,E6,0.45
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-11,10.14,33.04,8.44,5.91,92.68,25.40,6.38,36293,1.48,CTDO-2,E6,0.47
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-12,10.14,33.04,8.41,5.89,92.34,25.40,6.38,36296,1.47,CTDO-2,E6,0.49
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-13,10.14,33.04,8.38,5.86,91.96,25.40,6.38,36296,1.57,CTDO-2,E6,0.51
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-14,10.14,33.04,8.37,5.86,91.87,25.40,6.38,36301,1.68,CTDO-2,E6,0.52
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-15,10.15,33.04,8.35,5.84,91.69,25.40,6.38,36311,1.73,CTDO-2,E6,0.53
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-16,10.15,33.04,8.31,5.82,91.25,25.40,6.38,36312,1.67,CTDO-2,E6,0.56
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-17,10.15,33.04,8.30,5.81,91.08,25.40,6.38,36308,1.70,CTDO-2,E6,0.57
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-18,10.14,33.04,8.28,5.80,90.94,25.40,6.38,36307,1.72,CTDO-2,E6,0.58
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-19,10.14,33.04,8.25,5.77,90.53,25.40,6.38,36305,1.66,CTDO-2,E6,0.61
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-20,10.14,33.04,8.25,5.78,90.60,25.40,6.38,36304,1.36,CTDO-2,E6,0.60
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-21,10.14,33.04,8.27,5.79,90.77,25.40,6.38,36304,1.57,CTDO-2,E6,0.59
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-22,10.14,33.04,8.25,5.77,90.53,25.40,6.38,36303,1.47,CTDO-2,E6,0.61
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-23,10.13,33.04,8.23,5.76,90.32,25.40,6.38,36302,1.42,CTDO-2,E6,0.62
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-24,10.13,33.05,8.20,5.74,89.98,25.40,6.38,36305,1.37,CTDO-2,E6,0.64
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-25,10.13,33.05,8.14,5.70,89.36,25.41,6.38,36309,1.32,CTDO-2,E6,0.68
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-26,10.13,33.05,8.08,5.66,88.73,25.41,6.38,36312,1.23,CTDO-2,E6,0.72
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-27,10.13,33.05,8.04,5.62,88.20,25.41,6.38,36314,1.13,CTDO-2,E6,0.75
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-28,10.13,33.05,8.03,5.62,88.18,25.41,6.38,36315,1.10,CTDO-2,E6,0.76
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-29,10.13,33.05,8.03,5.62,88.18,25.41,6.38,36316,1.16,CTDO-2,E6,0.76
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-30,10.14,33.06,8.05,5.63,88.32,25.41,6.38,36321,1.06,CTDO-2,E6,0.75
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-31,10.12,33.06,7.99,5.59,87.67,25.42,6.38,36316,1.05,CTDO-2,E6,0.79
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-32,10.12,33.06,7.94,5.55,87.07,25.42,6.38,36312,1.18,CTDO-2,E6,0.83
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-33,10.11,33.07,7.91,5.54,86.80,25.42,6.38,36310,0.94,CTDO-2,E6,0.84
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021f,10/21/2020,12:51:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-34,10.11,33.07,7.89,5.52,86.55,25.42,6.38,36309,0.74,CTDO-2,E6,0.86
