,OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente/Empresa,Centro,Código de centro,Profundidad (m),Temperatura (°C),Salinidad (PSU),Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno (Sat ml/L),Conductividad (µS/cm),Fluorescencia (mg/m3),CTDO,Estación,AOU,Latitud,Longitud
529,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-126,10.4882,33.1061,7.5342,5.272,83.357,25.3905,6.32643,36730,1.0075,CTDO-2,E5,1.05443,-42.728275,-73.60906666666666
530,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-127,10.4876,33.1086,7.5358,5.2731,83.375,25.3925,6.32641,36732,1.0244,CTDO-2,E5,1.0533099999999997,-42.728275,-73.60906666666666
531,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-128,10.4874,33.1093,7.5329,5.2711,83.343,25.393,6.32641,36733,0.9903,CTDO-2,E5,1.0553100000000004,-42.728275,-73.60906666666666
532,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-129,10.4874,33.1095,7.5199,5.262,83.199,25.3932,6.3264,36733,0.987,CTDO-2,E5,1.0644,-42.728275,-73.60906666666666
533,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-130,10.487,33.1107,7.5111,5.2558,83.101,25.3942,6.32641,36735,0.9883,CTDO-2,E5,1.0706100000000003,-42.728275,-73.60906666666666
534,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-131,10.4869,33.1109,7.5345,5.2722,83.36,25.3944,6.32642,36735,0.9837,CTDO-2,E5,1.05422,-42.728275,-73.60906666666666
535,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-132,10.4862,33.1112,7.5087,5.2541,83.074,25.3948,6.3265,36735,1.0033,CTDO-2,E5,1.0724,-42.728275,-73.60906666666666
536,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-133,10.4857,33.1116,7.4964,5.2455,82.937,25.3951,6.32655,36736,1.0022,CTDO-2,E5,1.0810500000000003,-42.728275,-73.60906666666666
537,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-134,10.4853,33.1115,7.5002,5.2482,82.978,25.3952,6.32661,36736,0.9762,CTDO-2,E5,1.0784099999999999,-42.728275,-73.60906666666666
538,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-135,10.486,33.1116,7.5174,5.2602,83.17,25.3951,6.32651,36737,1.0202,CTDO-2,E5,1.0663099999999996,-42.728275,-73.60906666666666
539,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-136,10.4863,33.1117,7.504,5.2509,83.022,25.3952,6.32647,36738,0.991,CTDO-2,E5,1.07557,-42.728275,-73.60906666666666
540,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-137,10.4864,33.1115,7.5041,5.251,83.024,25.3949,6.32645,36738,0.9881,CTDO-2,E5,1.07545,-42.728275,-73.60906666666666
541,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-138,10.4863,33.1119,7.5029,5.2501,83.011,25.3953,6.32645,36739,0.9792,CTDO-2,E5,1.0763500000000006,-42.728275,-73.60906666666666
542,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-139,10.4864,33.1117,7.5074,5.2532,83.06,25.3952,6.32645,36739,0.9872,CTDO-2,E5,1.0732500000000007,-42.728275,-73.60906666666666
543,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-140,10.4873,33.1114,7.5007,5.2485,82.987,25.3948,6.32634,36740,0.9769,CTDO-2,E5,1.0778400000000001,-42.728275,-73.60906666666666
544,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-141,10.4872,33.1113,7.5155,5.2589,83.151,25.3947,6.32635,36740,0.9866,CTDO-2,E5,1.06745,-42.728275,-73.60906666666666
545,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-142,10.4826,33.1118,7.4957,5.2451,82.924,25.3958,6.32698,36737,0.9724,CTDO-2,E5,1.08188,-42.728275,-73.60906666666666
546,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-143,10.4796,33.1123,7.4978,5.2466,82.943,25.3967,6.32737,36735,1.0007,CTDO-2,E5,1.0807700000000002,-42.728275,-73.60906666666666
547,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-144,10.4799,33.1119,7.4877,5.2394,82.83,25.3964,6.32734,36736,0.9916,CTDO-2,E5,1.0879400000000006,-42.728275,-73.60906666666666
548,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-145,10.4792,33.1126,7.4664,5.2245,82.594,25.397,6.32741,36736,1.0007,CTDO-2,E5,1.1029100000000005,-42.728275,-73.60906666666666
549,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118e,2020-11-18,12:30:00,Salmones Camanchaca S.A.,Pilpilehue,,-146,10.4798,33.1091,7.4511,5.2139,82.425,25.3942,6.32746,36734,1.0637,CTDO-2,E5,1.1135600000000005,-42.728275,-73.60906666666666
550,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-1,12.0768,32.9873,8.2055,5.7418,93.798,25.0113,6.11819,38001,0.2963,CTDO-2,E7,0.37639000000000067,-42.75105833333333,-73.58538888888889
551,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-2,11.687,32.9864,8.3999,5.8778,95.286,25.0839,6.16893,37644,0.2331,CTDO-2,E7,0.2911299999999999,-42.75105833333333,-73.58538888888889
552,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-3,11.7592,32.9903,8.3464,5.8404,94.814,25.0733,6.1594,37714,0.2393,CTDO-2,E7,0.31899999999999995,-42.75105833333333,-73.58538888888889
553,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-4,11.5857,32.9897,8.3301,5.8289,94.281,25.1048,6.18235,37556,0.2657,CTDO-2,E7,0.3534499999999996,-42.75105833333333,-73.58538888888889
554,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-5,11.4982,32.9966,8.3171,5.8198,93.964,25.1262,6.1937,37484,0.2674,CTDO-2,E7,0.3738999999999999,-42.75105833333333,-73.58538888888889
555,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-6,11.4768,32.997,8.3119,5.8162,93.863,25.1303,6.19654,37465,0.2893,CTDO-2,E7,0.38033999999999946,-42.75105833333333,-73.58538888888889
556,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-7,11.4526,32.9972,8.317,5.8197,93.872,25.1349,6.19975,37444,0.3032,CTDO-2,E7,0.3800499999999998,-42.75105833333333,-73.58538888888889
557,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-8,11.394,32.9987,8.2982,5.8066,93.544,25.1467,6.20751,37392,0.325,CTDO-2,E7,0.40090999999999966,-42.75105833333333,-73.58538888888889
558,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-9,11.3644,33.0007,8.3071,5.8129,93.588,25.1536,6.21138,37368,0.3297,CTDO-2,E7,0.39848000000000017,-42.75105833333333,-73.58538888888889
559,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-10,11.329,33.0007,8.2891,5.8002,93.314,25.16,6.21612,37336,0.3617,CTDO-2,E7,0.41591999999999985,-42.75105833333333,-73.58538888888889
560,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-11,11.3086,33.0012,8.2607,5.7803,92.954,25.1641,6.21884,37319,0.4114,CTDO-2,E7,0.4385399999999997,-42.75105833333333,-73.58538888888889
561,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-12,11.2858,33.0018,8.2718,5.7881,93.034,25.1687,6.22187,37299,0.4187,CTDO-2,E7,0.43377,-42.75105833333333,-73.58538888888889
562,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-13,11.2506,33.003,8.2748,5.7902,92.999,25.1759,6.22655,37269,0.466,CTDO-2,E7,0.43635,-42.75105833333333,-73.58538888888889
563,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-14,11.1834,33.0034,8.2563,5.7773,92.658,25.1883,6.23559,37208,0.4439,CTDO-2,E7,0.45828999999999986,-42.75105833333333,-73.58538888888889
564,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-15,11.1432,33.0059,8.2238,5.7545,92.216,25.1974,6.2409,37175,0.4434,CTDO-2,E7,0.4863999999999997,-42.75105833333333,-73.58538888888889
565,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-16,11.1182,33.0037,8.2085,5.7439,91.994,25.2002,6.24437,37150,0.4974,CTDO-2,E7,0.50047,-42.75105833333333,-73.58538888888889
566,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-17,11.1007,33.0061,8.1937,5.7335,91.795,25.2052,6.24664,37137,0.5144,CTDO-2,E7,0.5131399999999999,-42.75105833333333,-73.58538888888889
567,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-18,11.085,33.0062,8.2003,5.738,91.838,25.2081,6.24875,37124,0.5369,CTDO-2,E7,0.5107499999999998,-42.75105833333333,-73.58538888888889
568,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-19,11.0736,33.0065,8.2024,5.7396,91.84,25.2103,6.25028,37114,0.5413,CTDO-2,E7,0.5106799999999998,-42.75105833333333,-73.58538888888889
569,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-20,11.0607,33.0073,8.1879,5.7294,91.653,25.2133,6.252,37103,0.5533,CTDO-2,E7,0.5225999999999997,-42.75105833333333,-73.58538888888889
570,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-21,11.0301,33.0079,8.1592,5.7094,91.272,25.2191,6.25612,37077,0.5356,CTDO-2,E7,0.5467200000000005,-42.75105833333333,-73.58538888888889
571,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-22,11.0184,33.0085,8.1538,5.7055,91.188,25.2217,6.25768,37067,0.5737,CTDO-2,E7,0.5521799999999999,-42.75105833333333,-73.58538888888889
572,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-23,11.0094,33.0084,8.1626,5.7117,91.27,25.2232,6.25891,37059,0.581,CTDO-2,E7,0.5472099999999998,-42.75105833333333,-73.58538888888889
573,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-24,11.003,33.0086,8.1541,5.7057,91.162,25.2246,6.25977,37054,0.5441,CTDO-2,E7,0.5540699999999994,-42.75105833333333,-73.58538888888889
574,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-25,10.9827,33.0097,8.1522,5.7044,91.102,25.229,6.26248,37037,0.5498,CTDO-2,E7,0.5580800000000004,-42.75105833333333,-73.58538888888889
575,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-26,10.9114,33.0122,8.115,5.6784,90.549,25.2435,6.27207,36976,0.5123,CTDO-2,E7,0.5936700000000004,-42.75105833333333,-73.58538888888889
576,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-27,10.8583,33.0159,8.1126,5.6767,90.422,25.2557,6.27917,36932,0.556,CTDO-2,E7,0.6024699999999994,-42.75105833333333,-73.58538888888889
577,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-28,10.8142,33.0194,8.093,5.663,90.12,25.2662,6.28505,36896,0.534,CTDO-2,E7,0.6220499999999998,-42.75105833333333,-73.58538888888889
578,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-29,10.7964,33.0211,8.044,5.6287,89.541,25.2707,6.28741,36882,0.578,CTDO-2,E7,0.6587100000000001,-42.75105833333333,-73.58538888888889
579,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-30,10.7866,33.0223,8.044,5.6287,89.522,25.2733,6.28871,36874,0.5158,CTDO-2,E7,0.6600099999999998,-42.75105833333333,-73.58538888888889
580,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-31,10.7799,33.0236,8.021,5.6126,89.255,25.2755,6.28957,36870,0.5369,CTDO-2,E7,0.6769700000000007,-42.75105833333333,-73.58538888888889
581,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-32,10.7621,33.0267,8.0041,5.6008,89.035,25.281,6.29188,36857,0.5101,CTDO-2,E7,0.6910800000000004,-42.75105833333333,-73.58538888888889
582,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-33,10.7462,33.0287,7.9618,5.5712,88.535,25.2854,6.29399,36845,0.5041,CTDO-2,E7,0.7227899999999998,-42.75105833333333,-73.58538888888889
583,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-34,10.7357,33.0302,7.9592,5.5693,88.486,25.2884,6.29536,36838,0.5016,CTDO-2,E7,0.7260599999999995,-42.75105833333333,-73.58538888888889
584,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-35,10.7332,33.0327,7.9617,5.5711,88.512,25.2908,6.29561,36839,0.4659,CTDO-2,E7,0.7245099999999995,-42.75105833333333,-73.58538888888889
585,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-36,10.729,33.0349,7.926,5.5461,88.108,25.2932,6.29609,36837,0.4804,CTDO-2,E7,0.7499900000000004,-42.75105833333333,-73.58538888888889
586,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-37,10.7228,33.0351,7.9207,5.5424,88.037,25.2945,6.29694,36832,0.48,CTDO-2,E7,0.7545400000000004,-42.75105833333333,-73.58538888888889
587,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-38,10.7235,33.0369,7.9175,5.5402,88.004,25.2957,6.29678,36835,0.4535,CTDO-2,E7,0.7565800000000005,-42.75105833333333,-73.58538888888889
588,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-39,10.7104,33.038,7.9122,5.5365,87.921,25.2989,6.29853,36825,0.4324,CTDO-2,E7,0.7620300000000002,-42.75105833333333,-73.58538888888889
589,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-40,10.6928,33.0426,7.8804,5.5142,87.537,25.3055,6.30076,36814,0.3896,CTDO-2,E7,0.7865600000000006,-42.75105833333333,-73.58538888888889
590,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-41,10.6624,33.0461,7.8522,5.4945,87.168,25.3135,6.3048,36790,0.3881,CTDO-2,E7,0.8102999999999998,-42.75105833333333,-73.58538888888889
591,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-42,10.6421,33.0491,7.8134,5.4674,86.702,25.3194,6.30746,36776,0.3587,CTDO-2,E7,0.8400600000000003,-42.75105833333333,-73.58538888888889
592,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-43,10.6285,33.0509,7.7934,5.4533,86.455,25.3232,6.30926,36766,0.3569,CTDO-2,E7,0.8559600000000005,-42.75105833333333,-73.58538888888889
593,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-44,10.6217,33.0523,7.7689,5.4362,86.172,25.3255,6.31015,36761,0.3526,CTDO-2,E7,0.8739499999999998,-42.75105833333333,-73.58538888888889
594,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-45,10.6101,33.0547,7.7533,5.4253,85.979,25.3293,6.31165,36753,0.3525,CTDO-2,E7,0.8863500000000002,-42.75105833333333,-73.58538888888889
595,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-46,10.6144,33.0576,7.7828,5.4459,86.315,25.3309,6.31094,36761,0.3426,CTDO-2,E7,0.8650400000000005,-42.75105833333333,-73.58538888888889
596,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-47,10.6123,33.0576,7.7679,5.4355,86.146,25.3312,6.31123,36759,0.356,CTDO-2,E7,0.8757299999999999,-42.75105833333333,-73.58538888888889
597,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-48,10.6045,33.0603,7.7626,5.4318,86.074,25.3346,6.31219,36755,0.3606,CTDO-2,E7,0.8803900000000002,-42.75105833333333,-73.58538888888889
598,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-49,10.5897,33.0641,7.7352,5.4127,85.746,25.3402,6.31409,36746,0.3438,CTDO-2,E7,0.9013900000000001,-42.75105833333333,-73.58538888888889
599,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-50,10.582,33.0654,7.7132,5.3973,85.488,25.3425,6.3151,36741,0.3698,CTDO-2,E7,0.9177999999999997,-42.75105833333333,-73.58538888888889
600,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-51,10.5792,33.066,7.7046,5.3912,85.387,25.3435,6.31545,36739,0.3076,CTDO-2,E7,0.9242499999999998,-42.75105833333333,-73.58538888888889
601,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-52,10.5786,33.0662,7.7231,5.4042,85.592,25.3437,6.31553,36740,0.37,CTDO-2,E7,0.9113299999999995,-42.75105833333333,-73.58538888888889
602,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-53,10.5758,33.067,7.7181,5.4007,85.532,25.3449,6.31589,36738,0.3317,CTDO-2,E7,0.91519,-42.75105833333333,-73.58538888888889
603,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-54,10.5675,33.0683,7.7108,5.3956,85.437,25.3473,6.31698,36732,0.3472,CTDO-2,E7,0.9213800000000001,-42.75105833333333,-73.58538888888889
604,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-55,10.5606,33.0699,7.7005,5.3884,85.31,25.3498,6.31787,36728,0.3112,CTDO-2,E7,0.9294700000000002,-42.75105833333333,-73.58538888888889
605,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-56,10.5585,33.0707,7.686,5.3782,85.146,25.3507,6.31812,36728,0.3374,CTDO-2,E7,0.9399200000000008,-42.75105833333333,-73.58538888888889
606,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-57,10.5572,33.0708,7.6806,5.3744,85.084,25.351,6.3183,36727,0.3161,CTDO-2,E7,0.9439000000000002,-42.75105833333333,-73.58538888888889
607,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-58,10.5569,33.0712,7.683,5.3761,85.11,25.3514,6.31832,36728,0.3328,CTDO-2,E7,0.9422199999999998,-42.75105833333333,-73.58538888888889
608,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118c,2020-11-18,11:04:00,Salmones Camanchaca S.A.,Pilpilehue,,-59,10.5508,33.0728,7.6836,5.3765,85.106,25.3537,6.3191,36724,0.3184,CTDO-2,E7,0.9425999999999997,-42.75105833333333,-73.58538888888889
