,OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente/Empresa,Centro,Código de centro,Profundidad (m),Temperatura (°C),Salinidad (PSU),Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno (Sat ml/L),Conductividad (µS/cm),Fluorescencia (mg/m3),CTDO,Estación,AOU,Latitud,Longitud
0,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-1,12.0124,33.0276,8.3565,5.8474,95.438,25.0547,6.12499,37984,0.2779,CTDO-2,E4,0.27759,-42.67713611111111,-73.63389722222222
1,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-2,11.6694,33.0254,8.422,5.8932,95.516,25.1173,6.16982,37668,0.3151,CTDO-2,E4,0.2766199999999994,-42.67713611111111,-73.63389722222222
2,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-3,11.6089,33.0268,8.4111,5.8856,95.267,25.1294,6.17783,37615,0.3777,CTDO-2,E4,0.29223,-42.67713611111111,-73.63389722222222
3,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-4,11.4453,33.0234,8.3932,5.873,94.733,25.1566,6.19972,37463,0.3893,CTDO-2,E4,0.3267199999999999,-42.67713611111111,-73.63389722222222
4,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-5,11.3181,33.0316,8.3566,5.8474,94.07,25.186,6.2164,37355,0.4357,CTDO-2,E4,0.3689999999999998,-42.67713611111111,-73.63389722222222
5,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-6,11.2422,33.0347,8.3472,5.8409,93.815,25.2021,6.22645,37290,0.4479,CTDO-2,E4,0.3855499999999994,-42.67713611111111,-73.63389722222222
6,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-7,11.148,33.0337,8.3045,5.8109,93.146,25.2183,6.23916,37204,0.417,CTDO-2,E4,0.42825999999999986,-42.67713611111111,-73.63389722222222
7,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-8,11.1307,33.0382,8.2974,5.806,93.035,25.2248,6.24131,37193,0.4022,CTDO-2,E4,0.4353100000000003,-42.67713611111111,-73.63389722222222
8,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-9,11.1284,33.038,8.3132,5.8171,93.208,25.2251,6.24163,37191,0.3558,CTDO-2,E4,0.42452999999999985,-42.67713611111111,-73.63389722222222
9,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-10,11.1239,33.0389,8.3013,5.8088,93.066,25.2266,6.24221,37188,0.3999,CTDO-2,E4,0.4334100000000003,-42.67713611111111,-73.63389722222222
10,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-11,11.0755,33.0372,8.3033,5.8102,92.992,25.2339,6.24882,37143,0.3945,CTDO-2,E4,0.43862000000000023,-42.67713611111111,-73.63389722222222
11,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-12,11.0518,33.0401,8.2522,5.7745,92.375,25.2404,6.25191,37125,0.4787,CTDO-2,E4,0.4774099999999999,-42.67713611111111,-73.63389722222222
12,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-13,11.0472,33.0401,8.261,5.7806,92.464,25.2412,6.25254,37121,0.4934,CTDO-2,E4,0.47194,-42.67713611111111,-73.63389722222222
13,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-14,11.0395,33.0404,8.2564,5.7773,92.397,25.2428,6.25356,37115,0.5817,CTDO-2,E4,0.4762599999999999,-42.67713611111111,-73.63389722222222
14,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-15,11.0204,33.0413,8.2445,5.769,92.227,25.2469,6.25612,37099,0.5801,CTDO-2,E4,0.48712,-42.67713611111111,-73.63389722222222
15,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-16,11.0118,33.0424,8.2338,5.7615,92.09,25.2493,6.25724,37093,0.826,CTDO-2,E4,0.4957400000000005,-42.67713611111111,-73.63389722222222
16,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-17,10.9949,33.0417,8.2308,5.7594,92.024,25.2517,6.25955,37077,0.6079,CTDO-2,E4,0.5001499999999997,-42.67713611111111,-73.63389722222222
17,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-18,10.9828,33.0431,8.202,5.7393,91.678,25.255,6.26114,37068,0.5372,CTDO-2,E4,0.5218400000000001,-42.67713611111111,-73.63389722222222
18,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-19,10.9643,33.0443,8.21,5.7449,91.732,25.2591,6.26361,37053,0.5755,CTDO-2,E4,0.5187099999999996,-42.67713611111111,-73.63389722222222
19,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-20,10.947,33.0455,8.21,5.7449,91.699,25.2632,6.26591,37039,0.5841,CTDO-2,E4,0.5210099999999995,-42.67713611111111,-73.63389722222222
20,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-21,10.933,33.0459,8.1716,5.718,91.243,25.2659,6.2678,37027,0.6329,CTDO-2,E4,0.5498000000000003,-42.67713611111111,-73.63389722222222
21,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-22,10.9282,33.0467,8.1588,5.709,91.091,25.2675,6.26842,37024,0.5899,CTDO-2,E4,0.5594200000000003,-42.67713611111111,-73.63389722222222
22,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-23,10.924,33.0472,8.1538,5.7055,91.027,25.2686,6.26897,37021,0.5848,CTDO-2,E4,0.5634700000000006,-42.67713611111111,-73.63389722222222
23,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-24,10.9207,33.0471,8.1579,5.7084,91.067,25.2691,6.26942,37018,0.6495,CTDO-2,E4,0.5610200000000001,-42.67713611111111,-73.63389722222222
24,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-25,10.9178,33.0477,8.1771,5.7219,91.276,25.27,6.2698,37017,0.6155,CTDO-2,E4,0.5479000000000003,-42.67713611111111,-73.63389722222222
25,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-26,10.9072,33.0476,8.17,5.7169,91.176,25.2718,6.27125,37007,0.6255,CTDO-2,E4,0.5543500000000003,-42.67713611111111,-73.63389722222222
26,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-27,10.8886,33.049,8.1514,5.7039,90.933,25.2762,6.27373,36992,0.5843,CTDO-2,E4,0.5698299999999996,-42.67713611111111,-73.63389722222222
27,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-28,10.8735,33.0504,8.1361,5.6931,90.733,25.28,6.27572,36981,0.5724,CTDO-2,E4,0.5826199999999995,-42.67713611111111,-73.63389722222222
28,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-29,10.8687,33.0513,8.1287,5.688,90.642,25.2815,6.27634,36978,0.6264,CTDO-2,E4,0.5883400000000005,-42.67713611111111,-73.63389722222222
29,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-30,10.8603,33.0515,8.1284,5.6878,90.623,25.2831,6.27748,36970,0.6508,CTDO-2,E4,0.5896799999999995,-42.67713611111111,-73.63389722222222
30,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-31,10.8498,33.0521,8.1313,5.6898,90.635,25.2854,6.27889,36962,0.5924,CTDO-2,E4,0.5890899999999997,-42.67713611111111,-73.63389722222222
31,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-32,10.8403,33.0522,8.1182,5.6806,90.47,25.2872,6.28018,36954,0.6352,CTDO-2,E4,0.5995799999999996,-42.67713611111111,-73.63389722222222
32,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-33,10.8358,33.0531,8.0894,5.6604,90.14,25.2887,6.28076,36951,0.5753,CTDO-2,E4,0.6203599999999998,-42.67713611111111,-73.63389722222222
33,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-34,10.835,33.0528,8.1136,5.6774,90.409,25.2885,6.28088,36951,0.5805,CTDO-2,E4,0.6034800000000002,-42.67713611111111,-73.63389722222222
34,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-35,10.8273,33.0525,8.1034,5.6703,90.28,25.2897,6.28194,36944,0.5362,CTDO-2,E4,0.6116399999999995,-42.67713611111111,-73.63389722222222
35,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-36,10.8201,33.0536,8.0784,5.6528,89.989,25.2918,6.28288,36939,0.4766,CTDO-2,E4,0.6300799999999995,-42.67713611111111,-73.63389722222222
36,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-37,10.8201,33.0529,8.0828,5.6559,90.038,25.2913,6.28292,36938,0.5242,CTDO-2,E4,0.6270199999999999,-42.67713611111111,-73.63389722222222
37,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-38,10.812,33.0537,8.0967,5.6656,90.177,25.2933,6.28398,36932,0.6906,CTDO-2,E4,0.6183799999999993,-42.67713611111111,-73.63389722222222
38,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-39,10.8129,33.0533,8.0812,5.6547,90.006,25.2929,6.28388,36933,0.5087,CTDO-2,E4,0.6291799999999999,-42.67713611111111,-73.63389722222222
39,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-40,10.804,33.0535,8.0709,5.6475,89.874,25.2946,6.28509,36926,0.5471,CTDO-2,E4,0.6375900000000003,-42.67713611111111,-73.63389722222222
40,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-41,10.7756,33.0547,8.0668,5.6447,89.774,25.3005,6.28893,36902,0.5245,CTDO-2,E4,0.6442299999999994,-42.67713611111111,-73.63389722222222
41,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-42,10.7608,33.0567,8.0308,5.6195,89.346,25.3046,6.29088,36891,0.5643,CTDO-2,E4,0.6713799999999992,-42.67713611111111,-73.63389722222222
42,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-43,10.7519,33.0577,8.0265,5.6165,89.281,25.3069,6.29205,36884,0.4593,CTDO-2,E4,0.6755499999999994,-42.67713611111111,-73.63389722222222
43,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-44,10.7456,33.0571,8.0297,5.6187,89.305,25.3076,6.29294,36878,0.4636,CTDO-2,E4,0.6742400000000002,-42.67713611111111,-73.63389722222222
44,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-45,10.747,33.0576,8.0399,5.6258,89.421,25.3077,6.29274,36880,0.476,CTDO-2,E4,0.6669400000000003,-42.67713611111111,-73.63389722222222
45,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-46,10.7457,33.0574,8.0269,5.6168,89.274,25.3078,6.29292,36879,0.4603,CTDO-2,E4,0.67612,-42.67713611111111,-73.63389722222222
46,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-47,10.7424,33.058,8.0138,5.6076,89.122,25.3089,6.29334,36878,0.4524,CTDO-2,E4,0.68574,-42.67713611111111,-73.63389722222222
47,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-48,10.6927,33.0594,7.9967,5.5957,88.839,25.3186,6.3001,36834,0.493,CTDO-2,E4,0.7043999999999997,-42.67713611111111,-73.63389722222222
48,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-49,10.6797,33.0633,7.9593,5.5695,88.4,25.3239,6.30174,36827,0.4337,CTDO-2,E4,0.73224,-42.67713611111111,-73.63389722222222
49,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-50,10.6728,33.0633,7.9501,5.563,88.285,25.3252,6.30268,36821,0.3796,CTDO-2,E4,0.7396799999999999,-42.67713611111111,-73.63389722222222
50,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-51,10.6682,33.0638,7.9269,5.5468,88.019,25.3263,6.30329,36818,0.3624,CTDO-2,E4,0.7564899999999994,-42.67713611111111,-73.63389722222222
51,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-52,10.664,33.0639,7.925,5.5455,87.99,25.3271,6.30386,36815,0.4012,CTDO-2,E4,0.7583600000000006,-42.67713611111111,-73.63389722222222
52,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-53,10.6616,33.0642,7.9377,5.5543,88.126,25.3278,6.30419,36813,0.3447,CTDO-2,E4,0.7498900000000006,-42.67713611111111,-73.63389722222222
53,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-54,10.6592,33.0642,7.9266,5.5465,87.998,25.3282,6.30452,36811,0.3564,CTDO-2,E4,0.7580200000000001,-42.67713611111111,-73.63389722222222
54,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-55,10.6574,33.0646,7.9182,5.5407,87.902,25.3288,6.30475,36810,0.3559,CTDO-2,E4,0.7640500000000001,-42.67713611111111,-73.63389722222222
55,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-56,10.6571,33.0647,7.9378,5.5544,88.119,25.3289,6.30478,36811,0.3455,CTDO-2,E4,0.7503799999999998,-42.67713611111111,-73.63389722222222
56,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-57,10.6504,33.0652,7.9173,5.5401,87.88,25.3305,6.30569,36806,0.3899,CTDO-2,E4,0.7655900000000004,-42.67713611111111,-73.63389722222222
57,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-58,10.6471,33.0655,7.9015,5.529,87.697,25.3313,6.30613,36803,0.348,CTDO-2,E4,0.7771299999999997,-42.67713611111111,-73.63389722222222
58,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-59,10.6417,33.0658,7.9193,5.5415,87.885,25.3324,6.30686,36799,0.3263,CTDO-2,E4,0.7653600000000003,-42.67713611111111,-73.63389722222222
59,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-60,10.636,33.0666,7.929,5.5483,87.983,25.334,6.30761,36795,0.382,CTDO-2,E4,0.7593100000000002,-42.67713611111111,-73.63389722222222
60,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-61,10.6354,33.0672,7.9152,5.5386,87.829,25.3347,6.30767,36796,0.3448,CTDO-2,E4,0.7690700000000001,-42.67713611111111,-73.63389722222222
61,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-62,10.6338,33.0674,7.9104,5.5353,87.773,25.3351,6.30788,36795,0.3643,CTDO-2,E4,0.7725799999999996,-42.67713611111111,-73.63389722222222
62,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-63,10.6293,33.0674,7.9019,5.5293,87.67,25.3359,6.3085,36791,0.3367,CTDO-2,E4,0.7792000000000003,-42.67713611111111,-73.63389722222222
63,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-64,10.6144,33.0682,7.8983,5.5268,87.603,25.3391,6.31052,36779,0.3488,CTDO-2,E4,0.7837200000000006,-42.67713611111111,-73.63389722222222
64,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-65,10.6115,33.0688,7.8901,5.521,87.506,25.3401,6.3109,36778,0.307,CTDO-2,E4,0.7899000000000003,-42.67713611111111,-73.63389722222222
65,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-66,10.6102,33.0688,7.8763,5.5113,87.35,25.3402,6.31108,36777,0.368,CTDO-2,E4,0.7997799999999993,-42.67713611111111,-73.63389722222222
66,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-67,10.6096,33.0694,7.8838,5.5167,87.433,25.3409,6.31113,36777,0.3883,CTDO-2,E4,0.7944300000000002,-42.67713611111111,-73.63389722222222
67,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-68,10.6098,33.0689,7.8798,5.5139,87.389,25.3404,6.31112,36777,0.3708,CTDO-2,E4,0.7972200000000003,-42.67713611111111,-73.63389722222222
68,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-69,10.6116,33.0697,7.8607,5.5004,87.18,25.3407,6.31085,36780,0.3205,CTDO-2,E4,0.8104500000000003,-42.67713611111111,-73.63389722222222
69,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-70,10.61,33.0707,7.8657,5.5039,87.233,25.3418,6.31102,36780,0.3397,CTDO-2,E4,0.8071200000000003,-42.67713611111111,-73.63389722222222
70,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-71,10.6074,33.0718,7.8691,5.5063,87.267,25.3431,6.31134,36779,0.3159,CTDO-2,E4,0.80504,-42.67713611111111,-73.63389722222222
71,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-72,10.6066,33.0722,7.8911,5.5217,87.51,25.3436,6.31143,36780,0.3423,CTDO-2,E4,0.7897299999999996,-42.67713611111111,-73.63389722222222
72,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-73,10.6062,33.0722,7.878,5.5126,87.364,25.3436,6.31148,36780,0.3534,CTDO-2,E4,0.7988800000000005,-42.67713611111111,-73.63389722222222
73,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-74,10.6016,33.0722,7.8707,5.5074,87.274,25.3444,6.31212,36776,0.3294,CTDO-2,E4,0.8047200000000005,-42.67713611111111,-73.63389722222222
74,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-75,10.5972,33.0729,7.8124,5.4667,86.62,25.3457,6.3127,36773,0.3836,CTDO-2,E4,0.8460000000000001,-42.67713611111111,-73.63389722222222
75,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-76,10.5899,33.0739,7.825,5.4755,86.747,25.3478,6.31366,36768,0.2949,CTDO-2,E4,0.8381599999999993,-42.67713611111111,-73.63389722222222
76,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-77,10.5669,33.076,7.8308,5.4795,86.769,25.3534,6.31676,36749,0.3384,CTDO-2,E4,0.8372600000000006,-42.67713611111111,-73.63389722222222
77,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-78,10.5534,33.0788,7.7696,5.4367,86.067,25.3579,6.31851,36741,0.3839,CTDO-2,E4,0.8818099999999998,-42.67713611111111,-73.63389722222222
78,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-79,10.5389,33.0809,7.7526,5.4248,85.853,25.362,6.32043,36730,0.3429,CTDO-2,E4,0.8956299999999997,-42.67713611111111,-73.63389722222222
